distance_car_petrol,car_petrol_emissions,distance_car_diesel,car_diesel_emissions,distance_motorbike,motorbike_emissions,distance_bus,bus_emissions,distance_train,train_emissions,distance_bike,bike_emissions
146,33.73,226,40.68,155,17.52,113,11.64,19,0.70,39,0
1,0.23,157,28.26,142,16.05,237,24.41,55,2.04,49,0
140,32.34,47,8.46,164,18.53,44,4.53,195,7.22,2,0
286,66.07,294,52.92,103,11.64,36,3.71,221,8.18,17,0
9,2.08,11,1.98,230,25.99,28,2.88,43,1.59,22,0
55,12.71,135,24.3,161,18.19,295,30.39,35,1.30,24,0
222,51.28,125,22.5,219,24.75,271,27.91,237,8.77,30,0
198,45.74,269,48.42,299,33.79,111,11.43,149,5.51,28,0
224,51.74,27,4.86,91,10.28,243,25.03,35,1.30,22,0
69,15.94,179,32.22,161,18.19,254,26.16,59,2.18,40,0
183,42.27,90,16.2,30,3.39,92,9.48,21,0.78,40,0
262,60.52,24,4.32,194,21.92,228,23.48,95,3.52,31,0
200,46.20,77,13.86,158,17.85,102,10.51,31,1.15,36,0
89,20.56,58,10.44,149,16.84,2,0.21,87,3.22,18,0
29,6.70,159,28.62,212,23.96,294,30.28,185,6.85,14,0
221,51.05,178,32.04,16,1.81,276,28.43,63,2.33,11,0
90,20.79,56,10.08,259,29.27,59,6.08,111,4.11,32,0
111,25.64,120,21.6,191,21.58,118,12.15,211,7.81,21,0
201,46.43,264,47.52,59,6.67,127,13.08,133,4.92,4,0
126,29.11,32,5.76,26,2.94,24,2.47,35,1.30,36,0
76,17.56,242,43.56,251,28.36,145,14.94,31,1.15,44,0
96,22.18,155,27.9,112,12.66,18,1.85,89,3.29,10,0
80,18.48,162,29.16,275,31.08,225,23.18,237,8.77,30,0
11,2.54,250,45,202,22.83,248,25.54,267,9.88,48,0
96,22.18,233,41.94,30,3.39,176,18.13,133,4.92,44,0
3,0.69,18,3.24,236,26.67,100,10.30,17,0.63,46,0
109,25.18,193,34.74,236,26.67,83,8.55,51,1.89,36,0
86,19.87,229,41.22,231,26.10,53,5.46,285,10.55,37,0
216,49.90,194,34.92,80,9.04,65,6.70,59,2.18,38,0
271,62.60,125,22.5,137,15.48,15,1.55,161,5.96,35,0
225,51.98,241,43.38,263,29.72,29,2.99,155,5.74,5,0
259,59.83,135,24.3,163,18.42,182,18.75,173,6.40,14,0
50,11.55,60,10.8,82,9.27,117,12.05,163,6.03,47,0
124,28.64,143,25.74,184,20.79,192,19.78,289,10.69,28,0
64,14.78,126,22.68,229,25.88,38,3.91,199,7.36,2,0
65,15.02,85,15.3,200,22.60,177,18.23,177,6.55,48,0
212,48.97,156,28.08,256,28.93,164,16.89,143,5.29,31,0
191,44.12,177,31.86,283,31.98,287,29.56,297,10.99,23,0
228,52.67,25,4.5,127,14.35,46,4.74,287,10.62,7,0
258,59.60,127,22.86,216,24.41,101,10.40,85,3.15,33,0
22,5.08,97,17.46,123,13.90,3,0.31,3,0.11,16,0
108,24.95,26,4.68,262,29.61,44,4.53,197,7.29,6,0
73,16.86,32,5.76,136,15.37,151,15.55,69,2.55,35,0
97,22.41,165,29.7,260,29.38,231,23.79,145,5.37,7,0
118,27.26,16,2.88,64,7.23,61,6.28,269,9.95,17,0
249,57.52,262,47.16,224,25.31,111,11.43,137,5.07,26,0
190,43.89,161,28.98,268,30.28,248,25.54,275,10.18,14,0
235,54.29,95,17.1,98,11.07,52,5.36,295,10.92,41,0
202,46.66,295,53.1,103,11.64,10,1.03,129,4.77,42,0
132,30.49,258,46.44,47,5.31,205,21.12,173,6.40,33,0
30,6.93,177,31.86,234,26.44,131,13.49,105,3.89,41,0
158,36.50,147,26.46,185,20.91,168,17.30,39,1.44,7,0
128,29.57,117,21.06,93,10.51,238,24.51,129,4.77,50,0
98,22.64,166,29.88,185,20.91,140,14.42,257,9.51,48,0
100,23.10,172,30.96,241,27.23,92,9.48,179,6.62,30,0
223,51.51,248,44.64,85,9.61,185,19.06,257,9.51,11,0
57,13.17,105,18.9,180,20.34,209,21.53,101,3.74,46,0
251,57.98,192,34.56,252,28.48,144,14.83,137,5.07,38,0
73,16.86,213,38.34,51,5.76,160,16.48,39,1.44,27,0
169,39.04,95,17.1,149,16.84,284,29.25,65,2.41,38,0
119,27.49,128,23.04,179,20.23,17,1.75,123,4.55,41,0
29,6.70,108,19.44,73,8.25,280,28.84,53,1.96,50,0
79,18.25,87,15.66,239,27.01,199,20.50,17,0.63,26,0
262,60.52,174,31.32,21,2.37,124,12.77,199,7.36,32,0
102,23.56,239,43.02,189,21.36,160,16.48,275,10.18,12,0
293,67.68,78,14.04,168,18.98,37,3.81,3,0.11,9,0
6,1.39,210,37.8,151,17.06,203,20.91,41,1.52,39,0
53,12.24,69,12.42,93,10.51,199,20.50,287,10.62,21,0
139,32.11,241,43.38,230,25.99,213,21.94,289,10.69,47,0
174,40.19,35,6.3,66,7.46,224,23.07,223,8.25,13,0
276,63.76,187,33.66,219,24.75,269,27.71,23,0.85,29,0
224,51.74,147,26.46,208,23.50,75,7.73,91,3.37,1,0
66,15.25,50,9,44,4.97,117,12.05,81,3.00,5,0
176,40.66,19,3.42,209,23.62,124,12.77,167,6.18,18,0
239,55.21,253,45.54,190,21.47,96,9.89,27,1.00,46,0
106,24.49,170,30.6,148,16.72,101,10.40,125,4.63,10,0
50,11.55,62,11.16,118,13.33,218,22.45,263,9.73,36,0
284,65.60,103,18.54,5,0.57,253,26.06,261,9.66,22,0
20,4.62,131,23.58,28,3.16,14,1.44,165,6.11,32,0
8,1.85,77,13.86,99,11.19,195,20.09,259,9.58,35,0
229,52.90,160,28.8,146,16.50,65,6.70,59,2.18,25,0
12,2.77,217,39.06,203,22.94,276,28.43,87,3.22,14,0
140,32.34,53,9.54,94,10.62,193,19.88,9,0.33,27,0
254,58.67,184,33.12,50,5.65,76,7.83,225,8.33,5,0
145,33.50,199,35.82,41,4.63,25,2.58,87,3.22,27,0
227,52.44,99,17.82,100,11.30,9,0.93,49,1.81,1,0
143,33.03,50,9,57,6.44,70,7.21,199,7.36,6,0
43,9.93,262,47.16,106,11.98,196,20.19,235,8.70,32,0
170,39.27,238,42.84,103,11.64,107,11.02,151,5.59,28,0
3,0.69,152,27.36,23,2.60,46,4.74,299,11.06,23,0
286,66.07,148,26.64,168,18.98,4,0.41,271,10.03,44,0
82,18.94,164,29.52,47,5.31,294,30.28,149,5.51,44,0
198,45.74,263,47.34,93,10.51,84,8.65,289,10.69,13,0
218,50.36,133,23.94,162,18.31,216,22.25,11,0.41,8,0
128,29.57,233,41.94,230,25.99,226,23.28,133,4.92,23,0
3,0.69,45,8.1,219,24.75,82,8.45,297,10.99,14,0
32,7.39,231,41.58,72,8.14,55,5.67,79,2.92,15,0
251,57.98,114,20.52,248,28.02,170,17.51,147,5.44,20,0
179,41.35,5,0.9,224,25.31,158,16.27,229,8.47,1,0
150,34.65,51,9.18,154,17.40,118,12.15,149,5.51,29,0
123,28.41,236,42.48,294,33.22,53,5.46,55,2.04,27,0
168,38.81,209,37.62,5,0.57,90,9.27,21,0.78,48,0
148,34.19,25,4.5,288,32.54,168,17.30,137,5.07,47,0
12,2.77,201,36.18,272,30.74,231,23.79,287,10.62,10,0
201,46.43,188,33.84,172,19.44,100,10.30,189,6.99,26,0
35,8.09,179,32.22,4,0.45,248,25.54,7,0.26,27,0
153,35.34,143,25.74,2,0.23,183,18.85,289,10.69,15,0
49,11.32,134,24.12,130,14.69,253,26.06,13,0.48,29,0
135,31.19,261,46.98,287,32.43,293,30.18,137,5.07,9,0
10,2.31,247,44.46,186,21.02,78,8.03,133,4.92,14,0
95,21.95,239,43.02,251,28.36,233,24.00,213,7.88,8,0
297,68.61,209,37.62,227,25.65,69,7.11,69,2.55,40,0
162,37.42,221,39.78,53,5.99,281,28.94,15,0.56,10,0
121,27.95,199,35.82,19,2.15,31,3.19,131,4.85,24,0
80,18.48,136,24.48,210,23.73,270,27.81,33,1.22,30,0
162,37.42,4,0.72,188,21.24,154,15.86,87,3.22,50,0
170,39.27,274,49.32,67,7.57,100,10.30,165,6.11,46,0
243,56.13,128,23.04,174,19.66,110,11.33,153,5.66,14,0
115,26.57,218,39.24,252,28.48,27,2.78,15,0.56,19,0
119,27.49,271,48.78,65,7.35,5,0.52,227,8.40,25,0
82,18.94,110,19.8,194,21.92,143,14.73,15,0.56,5,0
21,4.85,250,45,96,10.85,89,9.17,257,9.51,10,0
175,40.43,62,11.16,18,2.03,278,28.63,169,6.25,12,0
22,5.08,40,7.2,138,15.59,64,6.59,33,1.22,32,0
169,39.04,79,14.22,228,25.76,300,30.90,161,5.96,2,0
207,47.82,273,49.14,173,19.55,145,14.94,45,1.67,9,0
7,1.62,25,4.5,275,31.08,41,4.22,189,6.99,12,0
190,43.89,294,52.92,172,19.44,12,1.24,25,0.93,9,0
10,2.31,234,42.12,271,30.62,88,9.06,249,9.21,8,0
199,45.97,155,27.9,87,9.83,124,12.77,41,1.52,23,0
232,53.59,126,22.68,75,8.48,90,9.27,237,8.77,34,0
74,17.09,239,43.02,141,15.93,46,4.74,235,8.70,36,0
258,59.60,227,40.86,248,28.02,134,13.80,275,10.18,21,0
71,16.40,81,14.58,238,26.89,268,27.60,195,7.22,38,0
45,10.40,248,44.64,51,5.76,75,7.73,73,2.70,15,0
258,59.60,141,25.38,199,22.49,290,29.87,95,3.52,3,0
117,27.03,186,33.48,229,25.88,247,25.44,131,4.85,45,0
113,26.10,75,13.5,22,2.49,169,17.41,129,4.77,30,0
50,11.55,143,25.74,129,14.58,124,12.77,281,10.40,15,0
222,51.28,281,50.58,23,2.60,134,13.80,111,4.11,18,0
181,41.81,255,45.9,13,1.47,99,10.20,5,0.19,18,0
2,0.46,294,52.92,46,5.20,43,4.43,33,1.22,46,0
130,30.03,114,20.52,87,9.83,53,5.46,165,6.11,50,0
104,24.02,124,22.32,113,12.77,231,23.79,93,3.44,49,0
17,3.93,221,39.78,146,16.50,14,1.44,83,3.07,50,0
119,27.49,34,6.12,226,25.54,90,9.27,145,5.37,19,0
246,56.83,85,15.3,189,21.36,267,27.50,89,3.29,8,0
270,62.37,284,51.12,173,19.55,107,11.02,177,6.55,14,0
141,32.57,205,36.9,285,32.21,253,26.06,47,1.74,14,0
249,57.52,149,26.82,36,4.07,248,25.54,195,7.22,6,0
280,64.68,96,17.28,31,3.50,189,19.47,149,5.51,27,0
4,0.92,183,32.94,64,7.23,78,8.03,173,6.40,2,0
114,26.33,213,38.34,156,17.63,242,24.93,29,1.07,33,0
84,19.40,233,41.94,222,25.09,58,5.97,197,7.29,40,0
37,8.55,224,40.32,132,14.92,83,8.55,183,6.77,1,0
14,3.23,295,53.1,224,25.31,179,18.44,147,5.44,12,0
193,44.58,9,1.62,252,28.48,70,7.21,85,3.15,26,0
254,58.67,43,7.74,202,22.83,241,24.82,291,10.77,17,0
126,29.11,229,41.22,4,0.45,237,24.41,165,6.11,41,0
34,7.85,186,33.48,249,28.14,152,15.66,241,8.92,44,0
205,47.36,247,44.46,292,33.00,274,28.22,243,8.99,34,0
196,45.28,156,28.08,118,13.33,276,28.43,201,7.44,34,0
58,13.40,103,18.54,261,29.49,210,21.63,107,3.96,24,0
53,12.24,219,39.42,190,21.47,43,4.43,95,3.52,21,0
165,38.12,132,23.76,9,1.02,17,1.75,47,1.74,31,0
77,17.79,137,24.66,126,14.24,227,23.38,283,10.47,18,0
256,59.14,164,29.52,48,5.42,38,3.91,127,4.70,33,0
132,30.49,238,42.84,240,27.12,80,8.24,15,0.56,48,0
204,47.12,64,11.52,153,17.29,73,7.52,241,8.92,2,0
244,56.36,266,47.88,114,12.88,90,9.27,189,6.99,34,0
42,9.70,147,26.46,271,30.62,144,14.83,147,5.44,48,0
289,66.76,180,32.4,119,13.45,117,12.05,107,3.96,20,0
113,26.10,1,0.18,271,30.62,286,29.46,65,2.41,28,0
299,69.07,42,7.56,276,31.19,36,3.71,125,4.63,3,0
240,55.44,151,27.18,164,18.53,36,3.71,147,5.44,35,0
135,31.19,288,51.84,7,0.79,250,25.75,273,10.10,2,0
176,40.66,130,23.4,210,23.73,67,6.90,163,6.03,25,0
28,6.47,269,48.42,170,19.21,285,29.36,249,9.21,8,0
183,42.27,177,31.86,162,18.31,287,29.56,89,3.29,26,0
82,18.94,177,31.86,67,7.57,185,19.06,185,6.85,31,0
140,32.34,144,25.92,103,11.64,300,30.90,215,7.96,16,0
241,55.67,85,15.3,196,22.15,217,22.35,91,3.37,10,0
214,49.43,105,18.9,161,18.19,243,25.03,7,0.26,49,0
57,13.17,163,29.34,155,17.52,290,29.87,91,3.37,16,0
205,47.36,205,36.9,4,0.45,115,11.85,181,6.70,32,0
10,2.31,277,49.86,147,16.61,177,18.23,105,3.89,31,0
44,10.16,300,54,121,13.67,2,0.21,71,2.63,8,0
141,32.57,69,12.42,212,23.96,21,2.16,185,6.85,35,0
17,3.93,251,45.18,130,14.69,293,30.18,231,8.55,23,0
101,23.33,158,28.44,83,9.38,231,23.79,193,7.14,4,0
115,26.57,12,2.16,113,12.77,63,6.49,295,10.92,35,0
291,67.22,79,14.22,153,17.29,228,23.48,195,7.22,47,0
122,28.18,124,22.32,295,33.34,277,28.53,155,5.74,14,0
220,50.82,194,34.92,183,20.68,33,3.40,143,5.29,6,0
97,22.41,75,13.5,53,5.99,294,30.28,9,0.33,48,0
83,19.17,95,17.1,75,8.48,51,5.25,231,8.55,24,0
13,3.00,107,19.26,155,17.52,4,0.41,109,4.03,24,0
117,27.03,59,10.62,16,1.81,274,28.22,99,3.66,25,0
1,0.23,171,30.78,213,24.07,299,30.80,299,11.06,50,0
25,5.78,202,36.36,29,3.28,182,18.75,169,6.25,5,0
77,17.79,28,5.04,79,8.93,134,13.80,11,0.41,6,0
279,64.45,217,39.06,285,32.21,286,29.46,131,4.85,32,0
205,47.36,85,15.3,139,15.71,11,1.13,117,4.33,5,0
296,68.38,133,23.94,89,10.06,181,18.64,287,10.62,9,0
202,46.66,255,45.9,299,33.79,153,15.76,173,6.40,26,0
90,20.79,222,39.96,177,20.00,173,17.82,141,5.22,27,0
177,40.89,184,33.12,60,6.78,31,3.19,215,7.96,34,0
25,5.78,62,11.16,258,29.15,205,21.12,113,4.18,42,0
16,3.70,91,16.38,173,19.55,92,9.48,187,6.92,10,0
194,44.81,24,4.32,240,27.12,134,13.80,25,0.93,11,0
268,61.91,177,31.86,249,28.14,54,5.56,299,11.06,34,0
75,17.33,144,25.92,162,18.31,98,10.09,109,4.03,37,0
102,23.56,215,38.7,147,16.61,97,9.99,127,4.70,13,0
36,8.32,272,48.96,94,10.62,243,25.03,241,8.92,40,0
232,53.59,133,23.94,233,26.33,4,0.41,223,8.25,5,0
118,27.26,139,25.02,59,6.67,165,17.00,15,0.56,6,0
122,28.18,145,26.1,235,26.56,62,6.39,115,4.26,19,0
153,35.34,283,50.94,178,20.11,27,2.78,95,3.52,29,0
216,49.90,124,22.32,34,3.84,114,11.74,239,8.84,50,0
232,53.59,143,25.74,107,12.09,227,23.38,221,8.18,11,0
282,65.14,243,43.74,50,5.65,164,16.89,53,1.96,14,0
46,10.63,148,26.64,83,9.38,87,8.96,155,5.74,44,0
50,11.55,12,2.16,23,2.60,280,28.84,219,8.10,42,0
82,18.94,271,48.78,90,10.17,240,24.72,109,4.03,44,0
108,24.95,300,54,161,18.19,11,1.13,211,7.81,46,0
15,3.47,15,2.7,44,4.97,285,29.36,159,5.88,22,0
204,47.12,146,26.28,82,9.27,187,19.26,191,7.07,27,0
177,40.89,212,38.16,38,4.29,200,20.60,147,5.44,9,0
129,29.80,110,19.8,134,15.14,123,12.67,299,11.06,20,0
270,62.37,196,35.28,73,8.25,80,8.24,111,4.11,40,0
243,56.13,111,19.98,28,3.16,56,5.77,141,5.22,30,0
114,26.33,74,13.32,298,33.67,267,27.50,129,4.77,10,0
177,40.89,92,16.56,100,11.30,20,2.06,87,3.22,4,0
168,38.81,189,34.02,258,29.15,212,21.84,117,4.33,31,0
139,32.11,281,50.58,106,11.98,239,24.62,233,8.62,41,0
249,57.52,242,43.56,62,7.01,159,16.38,127,4.70,44,0
157,36.27,147,26.46,107,12.09,38,3.91,91,3.37,17,0
168,38.81,15,2.7,47,5.31,171,17.61,17,0.63,6,0
139,32.11,41,7.38,45,5.09,126,12.98,299,11.06,37,0
153,35.34,39,7.02,265,29.95,158,16.27,245,9.07,40,0
199,45.97,127,22.86,256,28.93,282,29.05,119,4.40,5,0
111,25.64,26,4.68,169,19.10,284,29.25,191,7.07,41,0
166,38.35,86,15.48,101,11.41,209,21.53,273,10.10,6,0
26,6.01,63,11.34,207,23.39,115,11.85,295,10.92,6,0
215,49.67,274,49.32,60,6.78,219,22.56,57,2.11,4,0
176,40.66,106,19.08,124,14.01,298,30.69,33,1.22,7,0
196,45.28,182,32.76,200,22.60,158,16.27,293,10.84,12,0
59,13.63,280,50.4,165,18.65,91,9.37,1,0.04,16,0
51,11.78,299,53.82,273,30.85,53,5.46,127,4.70,2,0
176,40.66,160,28.8,31,3.50,229,23.59,217,8.03,32,0
173,39.96,237,42.66,297,33.56,186,19.16,173,6.40,18,0
236,54.52,95,17.1,77,8.70,132,13.60,83,3.07,50,0
13,3.00,14,2.52,114,12.88,57,5.87,227,8.40,38,0
287,66.30,263,47.34,166,18.76,186,19.16,273,10.10,32,0
246,56.83,79,14.22,107,12.09,108,11.12,1,0.04,48,0
85,19.64,227,40.86,210,23.73,122,12.57,241,8.92,11,0
233,53.82,185,33.3,135,15.26,15,1.55,53,1.96,16,0
203,46.89,156,28.08,270,30.51,241,24.82,173,6.40,9,0
89,20.56,123,22.14,272,30.74,95,9.79,87,3.22,48,0
76,17.56,50,9,208,23.50,287,29.56,79,2.92,38,0
78,18.02,154,27.72,155,17.52,111,11.43,77,2.85,29,0
57,13.17,105,18.9,91,10.28,291,29.97,135,5.00,40,0
285,65.84,101,18.18,246,27.80,188,19.36,169,6.25,34,0
196,45.28,289,52.02,157,17.74,189,19.47,9,0.33,20,0
153,35.34,70,12.6,104,11.75,19,1.96,153,5.66,4,0
125,28.88,202,36.36,296,33.45,75,7.73,211,7.81,10,0
114,26.33,74,13.32,124,14.01,66,6.80,175,6.48,12,0
80,18.48,144,25.92,280,31.64,60,6.18,271,10.03,30,0
107,24.72,217,39.06,57,6.44,186,19.16,109,4.03,30,0
66,15.25,36,6.48,27,3.05,300,30.90,9,0.33,8,0
154,35.57,168,30.24,199,22.49,170,17.51,199,7.36,7,0
216,49.90,252,45.36,203,22.94,299,30.80,181,6.70,31,0
247,57.06,236,42.48,3,0.34,132,13.60,23,0.85,24,0
29,6.70,23,4.14,103,11.64,131,13.49,133,4.92,40,0
66,15.25,72,12.96,14,1.58,82,8.45,253,9.36,39,0
112,25.87,109,19.62,205,23.17,128,13.18,45,1.67,8,0
185,42.74,47,8.46,280,31.64,21,2.16,3,0.11,3,0
198,45.74,84,15.12,125,14.13,92,9.48,295,10.92,6,0
190,43.89,191,34.38,187,21.13,81,8.34,175,6.48,44,0
106,24.49,52,9.36,193,21.81,211,21.73,221,8.18,17,0
65,15.02,124,22.32,297,33.56,83,8.55,121,4.48,36,0
1,0.23,179,32.22,148,16.72,14,1.44,47,1.74,13,0
158,36.50,109,19.62,214,24.18,239,24.62,237,8.77,46,0
75,17.33,27,4.86,296,33.45,72,7.42,15,0.56,49,0
178,41.12,118,21.24,107,12.09,270,27.81,157,5.81,36,0
43,9.93,148,26.64,231,26.10,42,4.33,41,1.52,4,0
235,54.29,84,15.12,98,11.07,229,23.59,31,1.15,1,0
106,24.49,270,48.6,114,12.88,75,7.73,5,0.19,41,0
154,35.57,251,45.18,39,4.41,98,10.09,197,7.29,20,0
181,41.81,144,25.92,201,22.71,34,3.50,169,6.25,1,0
143,33.03,230,41.4,237,26.78,37,3.81,221,8.18,2,0
240,55.44,197,35.46,82,9.27,236,24.31,95,3.52,7,0
217,50.13,28,5.04,149,16.84,49,5.05,31,1.15,13,0
200,46.20,170,30.6,274,30.96,1,0.10,175,6.48,14,0
132,30.49,250,45,185,20.91,68,7.00,51,1.89,7,0
202,46.66,26,4.68,151,17.06,271,27.91,149,5.51,20,0
10,2.31,248,44.64,285,32.21,166,17.10,171,6.33,15,0
262,60.52,280,50.4,17,1.92,88,9.06,159,5.88,24,0
176,40.66,137,24.66,222,25.09,7,0.72,31,1.15,26,0
276,63.76,26,4.68,229,25.88,176,18.13,71,2.63,50,0
144,33.26,132,23.76,220,24.86,282,29.05,245,9.07,43,0
61,14.09,297,53.46,229,25.88,299,30.80,295,10.92,48,0
141,32.57,237,42.66,201,22.71,279,28.74,279,10.32,28,0
289,66.76,261,46.98,124,14.01,266,27.40,17,0.63,11,0
83,19.17,247,44.46,89,10.06,274,28.22,197,7.29,3,0
232,53.59,160,28.8,260,29.38,17,1.75,29,1.07,34,0
182,42.04,159,28.62,15,1.70,45,4.64,257,9.51,26,0
294,67.91,216,38.88,88,9.94,299,30.80,211,7.81,30,0
79,18.25,235,42.3,292,33.00,268,27.60,189,6.99,22,0
294,67.91,3,0.54,58,6.55,45,4.64,137,5.07,15,0
75,17.33,230,41.4,79,8.93,236,24.31,167,6.18,5,0
41,9.47,47,8.46,45,5.09,289,29.77,213,7.88,50,0
259,59.83,19,3.42,135,15.26,3,0.31,157,5.81,48,0
233,53.82,194,34.92,90,10.17,256,26.37,141,5.22,15,0
42,9.70,30,5.4,156,17.63,292,30.08,243,8.99,40,0
155,35.81,262,47.16,262,29.61,183,18.85,207,7.66,10,0
125,28.88,135,24.3,247,27.91,156,16.07,65,2.41,5,0
46,10.63,293,52.74,132,14.92,123,12.67,233,8.62,27,0
209,48.28,214,38.52,267,30.17,184,18.95,87,3.22,2,0
21,4.85,62,11.16,249,28.14,76,7.83,179,6.62,24,0
244,56.36,271,48.78,66,7.46,166,17.10,263,9.73,1,0
284,65.60,61,10.98,185,20.91,107,11.02,91,3.37,29,0
227,52.44,90,16.2,61,6.89,286,29.46,267,9.88,22,0
216,49.90,189,34.02,186,21.02,26,2.68,171,6.33,49,0
26,6.01,294,52.92,7,0.79,191,19.67,161,5.96,50,0
262,60.52,298,53.64,300,33.90,14,1.44,149,5.51,41,0
232,53.59,132,23.76,210,23.73,142,14.63,175,6.48,31,0
184,42.50,118,21.24,294,33.22,153,15.76,249,9.21,42,0
137,31.65,27,4.86,223,25.20,254,26.16,219,8.10,2,0
300,69.30,163,29.34,267,30.17,92,9.48,139,5.14,32,0
237,54.75,43,7.74,177,20.00,285,29.36,273,10.10,49,0
191,44.12,217,39.06,242,27.35,48,4.94,11,0.41,2,0
250,57.75,79,14.22,112,12.66,273,28.12,113,4.18,18,0
262,60.52,45,8.1,45,5.09,183,18.85,39,1.44,46,0
46,10.63,216,38.88,105,11.87,208,21.42,119,4.40,28,0
153,35.34,215,38.7,36,4.07,48,4.94,133,4.92,48,0
157,36.27,61,10.98,292,33.00,190,19.57,211,7.81,17,0
94,21.71,47,8.46,46,5.20,200,20.60,35,1.30,43,0
40,9.24,12,2.16,234,26.44,25,2.58,131,4.85,22,0
62,14.32,207,37.26,60,6.78,274,28.22,157,5.81,2,0
41,9.47,104,18.72,249,28.14,150,15.45,125,4.63,26,0
29,6.70,245,44.1,150,16.95,224,23.07,163,6.03,2,0
17,3.93,171,30.78,79,8.93,142,14.63,257,9.51,15,0
277,63.99,287,51.66,125,14.13,250,25.75,27,1.00,21,0
67,15.48,166,29.88,36,4.07,23,2.37,149,5.51,16,0
256,59.14,153,27.54,5,0.57,294,30.28,273,10.10,10,0
197,45.51,75,13.5,216,24.41,173,17.82,203,7.51,24,0
171,39.50,222,39.96,288,32.54,155,15.97,109,4.03,3,0
94,21.71,250,45,196,22.15,27,2.78,147,5.44,19,0
18,4.16,254,45.72,67,7.57,131,13.49,63,2.33,1,0
142,32.80,135,24.3,282,31.87,32,3.30,283,10.47,4,0
194,44.81,149,26.82,70,7.91,66,6.80,89,3.29,36,0
104,24.02,53,9.54,146,16.50,224,23.07,285,10.55,45,0
130,30.03,99,17.82,290,32.77,67,6.90,123,4.55,12,0
43,9.93,193,34.74,251,28.36,78,8.03,195,7.22,50,0
74,17.09,35,6.3,213,24.07,297,30.59,45,1.67,41,0
116,26.80,60,10.8,198,22.37,255,26.27,23,0.85,18,0
263,60.75,186,33.48,252,28.48,164,16.89,291,10.77,34,0
96,22.18,153,27.54,77,8.70,85,8.76,293,10.84,49,0
78,18.02,46,8.28,276,31.19,124,12.77,107,3.96,47,0
211,48.74,241,43.38,148,16.72,232,23.90,81,3.00,41,0
253,58.44,300,54,284,32.09,165,17.00,73,2.70,31,0
241,55.67,133,23.94,159,17.97,234,24.10,289,10.69,35,0
29,6.70,248,44.64,179,20.23,224,23.07,299,11.06,3,0
295,68.15,131,23.58,293,33.11,52,5.36,73,2.70,43,0
61,14.09,73,13.14,219,24.75,210,21.63,131,4.85,19,0
50,11.55,28,5.04,275,31.08,4,0.41,257,9.51,11,0
205,47.36,186,33.48,51,5.76,50,5.15,59,2.18,4,0
141,32.57,268,48.24,253,28.59,196,20.19,87,3.22,6,0
206,47.59,287,51.66,263,29.72,195,20.09,153,5.66,12,0
230,53.13,278,50.04,135,15.26,210,21.63,273,10.10,45,0
71,16.40,299,53.82,129,14.58,284,29.25,197,7.29,44,0
91,21.02,242,43.56,277,31.30,59,6.08,151,5.59,41,0
149,34.42,132,23.76,216,24.41,261,26.88,55,2.04,48,0
193,44.58,34,6.12,151,17.06,15,1.55,153,5.66,3,0
6,1.39,106,19.08,230,25.99,197,20.29,227,8.40,21,0
53,12.24,29,5.22,20,2.26,98,10.09,271,10.03,14,0
6,1.39,72,12.96,74,8.36,210,21.63,141,5.22,9,0
47,10.86,54,9.72,147,16.61,16,1.65,253,9.36,39,0
78,18.02,81,14.58,70,7.91,271,27.91,205,7.59,8,0
204,47.12,208,37.44,261,29.49,127,13.08,109,4.03,48,0
109,25.18,260,46.8,139,15.71,69,7.11,105,3.89,18,0
195,45.05,31,5.58,235,26.56,287,29.56,299,11.06,25,0
175,40.43,282,50.76,178,20.11,202,20.81,253,9.36,45,0
142,32.80,239,43.02,286,32.32,144,14.83,291,10.77,47,0
37,8.55,177,31.86,291,32.88,21,2.16,143,5.29,17,0
181,41.81,125,22.5,261,29.49,296,30.49,289,10.69,2,0
125,28.88,11,1.98,232,26.22,33,3.40,35,1.30,33,0
104,24.02,229,41.22,49,5.54,299,30.80,169,6.25,37,0
269,62.14,262,47.16,128,14.46,30,3.09,125,4.63,38,0
287,66.30,281,50.58,56,6.33,37,3.81,19,0.70,33,0
139,32.11,107,19.26,46,5.20,121,12.46,107,3.96,22,0
273,63.06,156,28.08,176,19.89,72,7.42,125,4.63,7,0
294,67.91,211,37.98,21,2.37,90,9.27,229,8.47,7,0
100,23.10,137,24.66,252,28.48,177,18.23,287,10.62,9,0
204,47.12,94,16.92,282,31.87,178,18.33,137,5.07,4,0
113,26.10,285,51.3,157,17.74,129,13.29,57,2.11,46,0
73,16.86,9,1.62,202,22.83,32,3.30,13,0.48,18,0
256,59.14,172,30.96,206,23.28,129,13.29,81,3.00,4,0
36,8.32,182,32.76,12,1.36,44,4.53,115,4.26,21,0
96,22.18,128,23.04,1,0.11,210,21.63,69,2.55,21,0
83,19.17,187,33.66,275,31.08,2,0.21,169,6.25,47,0
45,10.40,112,20.16,240,27.12,18,1.85,47,1.74,19,0
240,55.44,191,34.38,298,33.67,206,21.22,211,7.81,18,0
286,66.07,295,53.1,150,16.95,251,25.85,51,1.89,32,0
254,58.67,256,46.08,259,29.27,248,25.54,139,5.14,32,0
268,61.91,112,20.16,127,14.35,93,9.58,289,10.69,24,0
227,52.44,200,36,25,2.83,197,20.29,187,6.92,47,0
172,39.73,39,7.02,200,22.60,278,28.63,203,7.51,21,0
